State,Year,Commercial_Coal,Commercial_Natural_Gas,Commercial_Petroleum,Commercial_Distillate_Fuel_Oil,Commercial_Kerosene,Commercial_Wood,Commercial_Solar,Commercial_Wind,Commercial_Geothermal,Commercial_Hydropower,Electric_Power_Coal,Electric_Power_Natural Gas,Electric_Power_Distillate_Fuel_Oil,Electric_Power_Wood,Industrial_Coal,Industrial_Natural_Gas,Industrial_Petroleum,Industrial_Distillate_Fuel_Oil,Industrial_Kerosene,Industrial_Wood,Industrial_Solar,Industrial_Wind,Industrial_Geothermal,Industrial_Hydropower,Residential_Coal,Residential_Natural_Gas,Residential_Petroleum,Residential_Distillate_Fuel_Oil,Residential_Kerosene,Residential_Wood
Kansas,2016,0,35931,6881,2578,2,584,23,0,672,0,250840,21148,381,690,2281,144285,88455,28360,3,91,0,0,0,0,0,55886,6467,8,53,3297
Kansas,2017,0,35791,7189,2974,2,537,50,138,672,0,214311,21276,698,683,2436,145369,89246,28957,2,101,0,0,0,0,0,56299,6136,19,1,2925
Kansas,2018,0,41799,6046,2176,3,623,93,142,672,0,225138,29211,681,770,2528,150395,90000,31028,3,101,0,0,0,0,0,69719,8433,9,3,4147
Kansas,2019,0,43108,6215,1858,3,590,136,150,672,0,195954,28762,1009,731,1824,148695,88707,27525,4,101,0,0,0,0,0,71071,9396,18,3,4078
Kentucky,2010,1197,37948,3413,1910,40,1955,5,0,754,0,958439,19715,1327,575,50188,111206,166498,33944,137,18306,0,0,0,0,0,56060,11456,650,630,15034
Kentucky,2011,1238,35548,4451,2256,32,1882,23,0,965,0,961616,15860,1438,625,47769,112754,162696,38816,52,19378,0,0,0,0,0,52098,11160,1560,531,14581
Kentucky,2012,858,31734,4141,2314,9,1648,27,0,852,0,879779,31877,1306,1199,29067,115805,169908,32724,22,17538,0,0,0,0,0,44413,6817,462,114,12185
Kentucky,2013,416,38345,4658,2600,11,1910,105,0,852,0,886561,14973,1277,1230,27797,119511,135285,31451,19,18829,0,0,0,0,0,55545,7683,611,117,15900
Kentucky,2014,490,41022,4704,3004,33,1990,107,0,852,0,886357,27657,1407,1148,26605,124937,127842,23979,91,20929,0,0,0,0,0,59110,9211,581,252,16091
Kentucky,2015,391,36190,8972,3887,32,1260,108,0,852,0,769733,53010,1405,1100,26360,125497,130573,19798,39,21105,0,0,0,0,0,50480,8773,639,150,8606
Kentucky,2016,363,34497,12099,6782,51,1329,120,0,852,0,715763,68524,1220,1241,20458,124376,133217,19600,159,21744,0,0,0,0,0,46828,6523,537,171,7503
Kentucky,2017,358,34306,9091,3594,29,1386,137,0,852,0,616889,84936,1102,1356,22110,124471,116975,17572,70,24339,0,0,0,0,0,45244,5085,526,86,7556
Kentucky,2018,142,40433,10240,4255,40,1394,170,0,852,0,635915,117730,1038,1282,19853,129579,126070,19686,94,23619,5,0,0,0,0,54099,6447,421,101,9280
Kentucky,2019,157,39218,11681,4826,44,1487,196,0,852,0,556349,117935,973,1229,17996,132834,128380,21417,91,22720,11,0,0,0,0,51154,8842,501,148,10278
Louisiana,2010,0,27663,6716,5525,12,329,1,0,754,0,259225,276781,322,1234,526,1084100,1375989,65448,352,86706,0,0,42,0,0,46617,2829,20,12,2528
Louisiana,2011,0,26401,6894,5711,4,316,4,0,965,0,268694,299598,298,1174,1299,1117156,1339857,69003,209,85228,0,0,42,0,0,40136,2681,5,5,2452
Louisiana,2012,0,26667,6168,5110,8,277,20,0,852,0,236527,328476,315,985,2284,1149063,1268101,51254,177,86157,0,0,42,0,0,32286,1721,7,1,2049
Louisiana,2013,0,29374,3535,2440,8,321,27,0,852,0,225754,273312,397,1195,2302,1125949,1216624,41396,117,97143,0,0,42,0,0,39491,1792,12,2,2674
Louisiana,2014,0,32092,4144,2966,19,335,40,0,852,0,207043,272974,465,1397,2931,1145070,1183953,42169,155,120266,0,0,42,0,0,45679,2109,12,2,2706
Louisiana,2015,0,30993,7886,3150,6,110,56,0,852,0,170498,352436,651,1455,3723,1136076,1187394,29613,30,105723,0,0,42,0,0,37738,1824,37,2,753
Louisiana,2016,0,29577,8723,3706,9,90,62,0,852,0,136430,340719,172,1327,4083,1229677,1182123,27131,15,121882,0,0,42,0,0,32084,1718,38,1,511
Louisiana,2017,0,28912,8990,3598,5,77,76,0,852,0,138487,287063,256,1445,3780,1267405,1267740,27482,27,110478,0,0,42,0,0,29680,1745,44,2,418
Louisiana,2018,0,35583,8640,3406,4,86,134,0,852,0,133858,308929,236,1316,3960,1346057,1250451,31937,41,106485,1,0,42,0,0,38636,1760,8,4,574
Louisiana,2019,0,33689,8791,3229,3,82,146,0,852,0,87487,352107,280,1373,3213,1392872,1258302,25344,43,95552,1,0,42,0,0,36793,1965,30,2,568
Massachusetts,2010,0,74468,37616,31402,264,1423,322,22,714,50,82097,192712,800,20929,1753,45722,31478,7167,18,5090,15,0,0,46,0,129812,91315,84276,569,10944
Massachusetts,2011,0,83399,26120,20729,35,1370,583,91,914,55,41329,193158,824,19608,1635,48958,32653,7301,3,6970,33,0,0,60,0,132932,89980,81990,349,10615
Massachusetts,2012,0,75517,16940,13068,8,1200,1591,88,807,51,22372,186141,619,19312,1664,45418,27213,3889,1,6970,102,0,0,38,0,119220,74895,68752,165,8870
Massachusetts,2013,0,103041,17911,13464,13,1391,2657,142,807,56,40594,159815,1479,19380,1614,48202,27918,3584,2,6970,184,0,0,34,0,120685,81417,74087,170,11575
Massachusetts,2014,0,108332,19440,15211,74,1449,4464,236,807,49,28327,138960,2616,20832,1544,46671,29259,4275,7,6780,313,28,0,54,0,129937,92477,84050,297,11714
Massachusetts,2015,0,108253,25748,15511,73,1541,5715,240,807,52,22962,161256,1995,20121,1215,45859,29651,5540,9,6780,378,26,0,44,0,130373,91200,83347,251,10525
Massachusetts,2016,0,108019,17978,8476,77,1488,7220,187,807,32,20016,161067,389,20203,99,47103,29170,4691,3,6780,587,13,0,8,0,115469,72506,64658,296,8399
Massachusetts,2017,0,112741,19235,9713,54,1524,8342,193,807,36,12304,167886,999,19982,103,48408,29985,5368,4,2804,649,15,0,54,0,124802,79033,70691,206,8305
Massachusetts,2018,0,122412,19868,9197,50,1245,11653,198,807,36,0,137982,1657,19937,101,48978,28027,4733,15,2775,763,27,0,0,0,134282,85526,76683,200,8293
Massachusetts,2019,0,125323,20238,9838,78,1467,11332,211,807,49,0,116144,377,17340,71,50297,27052,4491,1,2775,843,17,0,0,0,139346,86383,75793,241,10142
Maryland,2010,474,69298,12063,8352,162,2340,92,0,0,0,242944,31776,2954,7602,22649,23974,30813,6189,19,9734,2,0,0,0,0,85993,28385,19802,829,10706
Maryland,2011,617,69374,11820,8308,132,2330,361,0,0,0,218918,21587,2007,6961,21655,21808,31336,7333,7,7456,10,0,0,0,0,79993,23851,15492,436,10384
Maryland,2012,519,66569,11323,8537,28,2180,970,0,0,0,171407,50907,1233,7373,20407,18292,29253,6922,6,7545,31,0,0,0,0,73004,19167,13321,165,8678
Maryland,2013,238,74228,10695,7757,26,2376,1218,0,0,0,167590,25948,1754,7684,15363,14595,28552,5558,5,7370,41,0,0,0,0,86953,22782,15949,179,11323
Maryland,2014,198,78848,12281,9198,102,2390,1656,0,0,0,185394,21390,3748,7862,15627,15522,32775,6731,15,7503,58,0,0,0,0,95387,27239,18602,339,11459
Maryland,2015,12,74110,19999,8845,50,1813,1768,0,0,0,150952,41832,1749,7760,15031,15588,32023,6445,7,6822,119,0,0,0,0,87475,27248,19389,253,5790
Maryland,2016,0,74088,17497,6255,81,1804,1675,0,0,0,150828,52029,1715,7597,12103,16184,30835,6121,9,7655,321,0,0,0,0,79917,18167,11548,265,4728
Maryland,2017,0,75700,17407,5563,47,1300,1940,0,0,0,94697,53051,1223,7792,12275,16489,31069,5309,7,6905,305,0,0,0,0,79376,16851,10426,149,4744
Maryland,2018,0,80732,18983,7412,36,1523,2206,0,0,0,112277,101314,2565,7691,11914,16945,27319,5466,5,6795,336,0,0,0,0,90221,21770,14502,131,5879
Maryland,2019,0,79809,20416,7969,67,1378,2451,0,0,0,67148,100245,792,6655,10154,19167,28002,6624,8,3302,320,0,0,0,0,85554,17648,10199,146,5507
Maine,2010,0,6055,19502,12640,281,1993,8,0,0,0,1418,42371,81,32292,862,29460,20581,4930,20,63441,0,0,0,6883,0,1282,35961,26971,2978,15327
Maine,2011,0,6867,20939,13820,213,1942,7,0,0,0,969,35342,40,28227,573,28885,19393,5435,24,68156,0,0,0,7269,0,1467,36578,29244,2111,14866
Maine,2012,0,7525,16820,10389,127,1685,23,0,0,0,810,29488,21,26847,489,31123,15843,5250,21,69683,0,0,0,3923,0,1530,30017,24252,850,12422
Maine,2013,0,8398,16914,8237,116,1958,36,0,0,0,967,21362,39,27678,690,33308,12370,3378,11,69071,0,0,0,4169,0,1947,32044,25426,905,16209
Maine,2014,0,9327,17499,10050,205,2075,37,0,0,0,1328,24397,51,28062,815,24914,12166,3420,18,63199,0,0,0,3727,0,2434,33949,25972,1415,16404
Maine,2015,0,10380,17799,8692,190,3615,58,0,0,0,1846,18398,242,30961,742,21613,11947,3984,12,56059,0,0,0,3632,0,2782,40099,32314,1331,24515
Maine,2016,0,8814,16747,8187,183,2999,95,0,0,0,1773,22833,28,28013,421,19548,9665,3406,13,48253,0,0,0,2972,0,2642,39058,30611,1899,16882
